age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_date,Days_from,time_from_last_visit,churn_risk_score
32,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22,34.09,10798.61,20,823.7556139,No,Yes,No,Not Applicable,Poor Product Quality,2015-10-22,801,523,3
31,M,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,5,155.48,9860.34,22,747.14,Yes,No,No,Not Applicable,Too many ads,2016-07-18,531,101,2
41,F,Town,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18,32.48,61970.4,11,767.87,No,Yes,Yes,No Information Available,Reasonable Price,2015-05-24,952,421,1
21,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20,841.2063784,21938.88,6,835.01,No,Yes,Yes,No Information Available,Products always in Stock,2017-10-22,70,465,1
61,F,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,10,108.28,44006.67,23,848.1434319,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,2015-01-17,1079,229,3
49,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,19,122.05,10733.61,12,241.3494376,Yes,No,No,Not Applicable,No reason specified,2016-08-17,501,452,3
21,M,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,32.93,30170.34,12,761.53,No,Yes,No,Not Applicable,Poor Website,2017-11-04,57,428,2
63,F,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,1182.35209,40837.46,29,696.26,Yes,No,Yes,No Information Available,No reason specified,2017-07-29,155,394,3
57,F,Village,Gold Membership,Yes,Without Offers,Desktop,Mobile_Data,18,186.14,28284.47,17,700.17,No,Yes,No,Not Applicable,Poor Product Quality,2016-12-31,365,432,3
43,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,2,234.88,1092.09,11,602.43,Yes,No,Yes,Unsolved,Too many ads,2015-11-16,776,38,3
19,F,City,Basic Membership,No,Without Offers,Smartphone,Wi-Fi,12,32.01,32552.15,20,578.75,Yes,No,No,Not Applicable,Poor Customer Service,2016-11-29,397,283,3
58,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18,44.29,48539.46,14,927.4073218,No,Yes,No,Not Applicable,No reason specified,2016-11-11,415,423,3
29,F,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,159.73,81953.76,7,784.8,No,Yes,No,Not Applicable,Reasonable Price,2015-09-04,849,290,1
51,F,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,31,1399.36,22,654.87,Yes,No,Yes,Solved in Follow-up,Poor Website,2016-02-19,681,320,3
44,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,14,66.91,40319.03,14,708.06,No,Yes,No,Not Applicable,Too many ads,2016-09-23,464,328,2
60,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,299.58,25843.28,17,706.54,No,Yes,No,Not Applicable,Poor Website,2017-07-12,172,193,3
15,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,134.56,37188.44,14,700.8,Yes,No,Yes,Solved in Follow-up,No reason specified,2017-08-03,150,274,3
52,M,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13,55.67,27727.92,26,680.99,Yes,No,No,Not Applicable,Poor Product Quality,2016-03-03,668,304,3
63,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,21,1030.681324,44641.91,26,249.0190108,No,Yes,Yes,No Information Available,No reason specified,2015-03-01,1036,486,2
50,F,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,272.65,38688.18,13,710.78,No,Yes,No,Not Applicable,Poor Product Quality,2015-02-12,1053,329,3
41,M,Town,Basic Membership,No,Without Offers,Desktop,Mobile_Data,6,30.63,43256.47,21,929.827713,No,Yes,No,Not Applicable,Too many ads,2017-08-15,138,121,3
21,M,Town,Silver Membership,Yes,,Smartphone,Mobile_Data,7,57.41,35040.46,27,678.23,No,Yes,Yes,No Information Available,No reason specified,2017-03-28,278,162,3
44,M,City,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,347.82,16499.32,7,981.08203,Yes,No,No,Not Applicable,Poor Product Quality,2015-06-05,940,365,2
15,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14,209.93,29307.85,7,605.08,No,Yes,Yes,Solved in Follow-up,Poor Website,2017-06-29,185,326,3
39,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,52.19,38243.59,26,692.87,Yes,No,No,Not Applicable,No reason specified,2017-03-21,285,240,3
39,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,24,577.31,4131.15,21,697.16,Yes,No,Yes,Unsolved,Poor Product Quality,2015-01-16,1080,563,3
30,F,Town,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,33.02,21476.86,27,689.1,No,Yes,No,Not Applicable,Poor Customer Service,2015-03-21,1016,238,3
51,M,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,4,280.94,38799.92,20,560.05,Yes,No,Yes,No Information Available,Too many ads,2016-12-07,389,93,3
15,F,Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17,664.24,44997.88,28,650.03,Yes,No,No,Not Applicable,Too many ads,2016-11-23,403,399,3
18,F,City,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,10,87.96,40396.08,27,612.96,Yes,No,No,Not Applicable,No reason specified,2017-08-12,141,225,3
26,M,City,No Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,20,647.5,31619.8,19,631.77,Yes,Yes,Yes,Unsolved,Too many ads,2015-11-27,765,463,3
37,M,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,278.41,29559.15,11,289.2232874,Yes,No,Yes,Solved in Follow-up,Poor Website,2016-11-01,425,459,3
25,M,Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,587.24,44624.51,18,951.8095486,Yes,No,No,Not Applicable,Poor Website,2015-01-06,1090,367,3
44,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,19,74.82,13721.13,20,688.69,No,Yes,Yes,Solved,Poor Customer Service,2017-09-03,119,435,3
64,F,City,No Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,3,462.69,17878.13,28,123.1736034,Yes,No,Yes,Solved in Follow-up,Poor Website,2016-08-14,504,64,3
16,M,Town,Basic Membership,Yes,Without Offers,Desktop,Mobile_Data,2,129.86,27016.05,14,68.5541746,No,Yes,Yes,Unsolved,Poor Website,2017-04-03,272,31,3
39,F,City,Gold Membership,No,Without Offers,Both,Mobile_Data,22,271.46,18719.1,23,779.78,Yes,No,No,Not Applicable,Poor Product Quality,2017-04-20,255,508,2
34,F,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,19,70.71,22956.26,24,757.37,Yes,No,No,Not Applicable,Poor Website,2015-10-16,807,439,2
42,F,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6,139.62,91419.19,13,749.61,Yes,No,Yes,No Information Available,Reasonable Price,2015-10-24,799,131,1
34,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,78.97,57431.79,6,760.56,Yes,No,No,Not Applicable,Reasonable Price,2015-07-24,891,425,1
12,F,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,13,338.97,41102.03,9,188.3460909,No,Yes,No,Not Applicable,No reason specified,2016-08-29,489,292,3
55,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,412.82,44809.01,21,684.93,Yes,No,No,Not Applicable,Poor Product Quality,2017-06-22,192,367,3
61,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,24,91.19,11350.92,8,691.42,Yes,No,No,Not Applicable,Poor Customer Service,2016-04-23,617,558,3
38,M,City,Premium Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,11,431.51,2591.3,15,824.61,Yes,No,No,Not Applicable,Reasonable Price,2015-01-24,1072,244,1
34,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,823.89,26392.64,6,619.17,No,Yes,Yes,No Information Available,Too many ads,2017-07-04,180,225,3
14,M,Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,174.43,28084.68,10,270.5036902,Yes,No,Yes,Solved,Reasonable Price,2017-01-27,338,285,1
30,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,4,565.12,45957.47,15,785.8,No,Yes,No,Not Applicable,Poor Customer Service,2015-03-11,1026,88,2
49,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,271.11,71349.33,2,746.57,No,Yes,No,Not Applicable,Quality Customer Care,2016-05-18,592,158,1
16,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,23,364.94,44643.11,24,755.39,Yes,No,Yes,No Information Available,No reason specified,2015-05-28,948,539,2
60,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,13,176.44,38673.08,11,600.57,Yes,No,Yes,Solved,No reason specified,2016-02-23,677,312,3
11,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,258.41,24803.33,19,1298.342281,No,Yes,Yes,Unsolved,Quality Customer Care,2016-01-20,711,276,1
28,F,City,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,12,103.41,27018,16,676.04,Yes,No,Yes,Unsolved,Poor Customer Service,2017-06-25,189,285,3
19,F,City,Premium Membership,No,Without Offers,Desktop,Wi-Fi,16,195.45,82643.39,14,847.95,No,Yes,No,Not Applicable,Reasonable Price,2016-03-01,670,361,1
14,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15,307.22,15143.18,27,777.61,No,Yes,Yes,Solved,Too many ads,2015-08-12,872,356,2
46,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,7,218.55,10309.55,13,1078.12109,No,Yes,Yes,Solved,Poor Customer Service,2015-12-17,745,167,3
15,M,Town,Premium Membership,No,Without Offers,Smartphone,Mobile_Data,11,397.38,91964.48,1,835.52,Yes,Yes,No,Not Applicable,Quality Customer Care,2016-05-05,605,262,1
63,M,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,14,1050.187038,17032.94,21,719.39,Yes,No,Yes,Solved,No reason specified,2016-10-04,453,323,3
27,F,Town,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,12,888.14,60617.5,19,770.96,Yes,No,Yes,Solved,Products always in Stock,2017-11-14,47,272,1
14,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,23,214.7,6920.99,5.134349321,613.7297825,Yes,No,No,Not Applicable,Poor Customer Service,2017-05-15,230,541,3
57,M,City,Basic Membership,Yes,Without Offers,Desktop,Fiber_Optic,10,148.1,8062.98,15,611.92,No,Yes,No,Not Applicable,Poor Website,2016-08-03,515,221,3
27,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,12,107.79,21703.2,5,1172.014883,No,Yes,No,Not Applicable,Poor Website,2017-04-07,268,288,3
59,M,Town,No Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,3,405.52,12622.28,21,689.66,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,2017-06-13,201,70,3
47,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,135.81,44823.54,22,711.52,No,Yes,No,Not Applicable,Poor Product Quality,2017-09-17,105,378,2
52,M,City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,8,32.91,5502.84,3,766.3,Yes,No,Yes,Unsolved,Quality Customer Care,2016-10-15,442,190,1
63,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,300.12,2147.42,15,780.35,Yes,No,No,Not Applicable,No reason specified,2017-06-03,211,270,2
17,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,1372.27,45762.35,20,789.81,Yes,No,Yes,Unsolved,No reason specified,2017-05-01,244,368,2
60,F,Village,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,90.45,2441.25,7,792.06,Yes,No,No,Not Applicable,No reason specified,2015-09-27,826,357,2
57,F,Village,Premium Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,7,1319.634717,61756.98,1,782.61,No,Yes,No,Not Applicable,Products always in Stock,2016-12-29,367,162,1
38,F,Town,Gold Membership,No,Without Offers,Desktop,Wi-Fi,15,31.21,21750.47,12,332.3565137,No,Yes,Yes,Solved in Follow-up,User Friendly Website,2015-06-10,935,354,1
32,M,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,167.22,77905.9,11,805.72,Yes,No,No,Not Applicable,Products always in Stock,2016-04-20,620,362,1
32,F,Town,No Membership,Yes,Without Offers,Both,Mobile_Data,10,465.3,3588.63,13,712.36,Yes,Yes,Yes,Unsolved,Too many ads,2017-03-05,301,228,3
30,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,10,1105.40761,7473.34,45.61696321,581.35,No,Yes,No,Not Applicable,Too many ads,2017-01-26,339,223,3
32,F,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,580.06,23247.14,6,744.16,Yes,No,No,Not Applicable,User Friendly Website,2016-10-25,432,333,1
44,M,Village,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,12,1131.71,33827.61,24,662.52,Yes,No,No,Not Applicable,Too many ads,2016-03-19,652,288,3
60,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,7,551.79,43214.04,27,637.2,No,Yes,No,Not Applicable,No reason specified,2017-01-08,357,165,3
18,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,4,70.61,18557.55,19,1053.346773,Yes,No,Yes,Solved,Poor Customer Service,2015-11-29,763,94,3
59,F,Village,Silver Membership,Yes,Without Offers,Desktop,Fiber_Optic,10,1068.608275,27181.04,24,651.38,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,2017-06-05,209,218,3
26,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,1202.556968,23656.03,27,696.22,No,Yes,No,Not Applicable,Too many ads,2016-01-29,702,236,3
20,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21,170.12,40522.85,28,619.92,Yes,No,No,Not Applicable,Too many ads,2017-03-25,281,494,3
20,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,98.9,15034.7,29,652.61,No,Yes,No,Not Applicable,Too many ads,2017-03-02,304,239,3
12,M,Town,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,21,59.64,1102.08,19,342.9928927,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,2015-05-26,950,494,2
52,F,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,8,242.97,57744.99,9,818.5,Yes,Yes,Yes,Unsolved,Quality Customer Care,2017-03-18,288,170,1
40,F,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,12,867.99,26990.01,10,834.45,Yes,No,No,Not Applicable,Quality Customer Care,2015-08-15,869,271,1
38,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,10,626.99,26149.57,18,530.35,Yes,Yes,No,Not Applicable,Too many ads,2016-10-25,432,228,3
23,F,Town,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,16,1401.11,22696.1,10,705.14,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,2016-05-19,591,366,1
62,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3,143.06,42150.48,13,213.9664309,No,Yes,No,Not Applicable,Poor Website,2016-07-07,542,51,2
15,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,53.65,71291.01,11,801.31,Yes,No,Yes,No Information Available,Products always in Stock,2016-05-12,598,257,1
23,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,16,80.35,2574.46,26,796.89,Yes,No,Yes,Solved,Too many ads,2015-01-03,1093,384,2
44,F,Village,Platinum Membership,Yes,Without Offers,Both,Wi-Fi,2,581.35,22882.44,13,799.64,Yes,No,Yes,Solved,Too many ads,2017-08-20,133,28,2
52,M,Town,Silver Membership,Yes,Without Offers,Both,Wi-Fi,15,621.76,36958.43,29,644.33,No,Yes,Yes,Unsolved,Poor Product Quality,2017-12-08,23,360,3
39,F,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,678.1,22281.29,21,564.04,No,Yes,No,Not Applicable,Poor Website,2017-05-09,236,265,3
33,M,Village,No Membership,No,Without Offers,Desktop,Fiber_Optic,11,49.72,12711.61,17,575.25,Yes,No,Yes,Solved in Follow-up,No reason specified,2015-10-21,802,248,3
35,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,510.51,25169.32,9,695.97,Yes,No,No,Not Applicable,Poor Customer Service,2017-08-23,130,385,3
43,M,Town,Basic Membership,Yes,Without Offers,Both,Fiber_Optic,1,545.5,33766.77,44.28870818,639.94,No,Yes,No,Not Applicable,Too many ads,2017-11-06,55,14,3
18,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,2,655.58,18056.04,7,622.88,Yes,No,Yes,Solved,Poor Product Quality,2016-09-04,483,44,3
10,M,Village,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,6,963.5750837,27391.2,23,742.45,Yes,No,No,Not Applicable,Poor Product Quality,2016-05-22,588,133,2
20,F,City,Gold Membership,No,Without Offers,Smartphone,Wi-Fi,16,246.09,29356.03,8,690.47,Yes,No,Yes,Solved,Poor Product Quality,2015-03-14,1023,382,3
40,M,City,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,10,614.83,74635,3,748.87,Yes,No,No,Not Applicable,Quality Customer Care,2015-02-27,1038,236,1
51,M,City,Premium Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,5,449.16,78488.74,19,814.13,Yes,Yes,No,Not Applicable,Products always in Stock,2015-01-31,1065,115,1
18,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,99.32,29334.44,16,781.36,Yes,No,No,Not Applicable,Reasonable Price,2016-06-26,553,503,1
21,F,City,Silver Membership,No,Without Offers,Both,Wi-Fi,9,380.53,42125.66,27,709.67,No,Yes,No,Not Applicable,Too many ads,2015-10-26,797,210,3
30,F,Town,Platinum Membership,No,Without Offers,Desktop,Mobile_Data,12,167.17,5370.09,11,770.16,Yes,No,Yes,Solved,Poor Product Quality,2017-03-19,287,280,2
15,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,8,554.2,20923.47,8,610.99,No,Yes,No,Not Applicable,Poor Product Quality,2016-05-30,580,172,3
20,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,129.72,26938.36,20,454.9138288,No,Yes,No,Not Applicable,Poor Website,2016-04-26,614,326,3
27,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,20,186.31,19926.49,22,419.6435776,Yes,No,No,Not Applicable,Poor Customer Service,2016-07-23,526,466,3
38,F,Town,Gold Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,15,204.21,33560.67,17,835.24,Yes,Yes,Yes,Solved,Products always in Stock,2016-01-27,704,346,1
34,M,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,5,60.27,13982.82,8,755.77,No,Yes,No,Not Applicable,No reason specified,2017-09-20,102,104,2
12,F,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,2,237.8,49651.88,14,652.29,No,Yes,No,Not Applicable,Poor Product Quality,2017-08-26,127,43,3
25,M,City,Premium Membership,No,Gift Vouchers/Coupons,Both,Wi-Fi,13,456.69,29958.79,7,754.69,No,Yes,Yes,No Information Available,Too many ads,2016-02-01,699,292,2
28,F,Village,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,94.75,25584.22,13,657.28,Yes,No,No,Not Applicable,Poor Customer Service,2015-10-18,805,193,3
20,M,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,57.66,45566.91,29,731.76,Yes,No,No,Not Applicable,Too many ads,2015-07-11,904,365,2
38,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10,369.05,18239.59,15,663.76,No,Yes,No,Not Applicable,Too many ads,2016-09-10,477,239,3
25,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13,163.69,91604.52,15,768.53,No,Yes,Yes,Solved,User Friendly Website,2015-01-19,1077,303,1
51,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1,702.13,18899.25,26,604.57,Yes,No,Yes,No Information Available,Poor Website,2016-04-20,620,10,3
64,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17,116.39,967.91,14,643.1,No,Yes,No,Not Applicable,Poor Website,2015-03-13,1024,402,3
55,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17,264.79,12763.74,10,515.14,Yes,No,Yes,Unsolved,Poor Customer Service,2015-07-09,906,405,3
10,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Both,Fiber_Optic,11,1496.064846,91623.49,12,822.76,Yes,Yes,Yes,Solved in Follow-up,Reasonable Price,2017-06-23,191,253,1
16,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,367.94,49569.85,19,1266.02001,Yes,No,No,Not Applicable,Poor Website,2016-12-07,389,179,2
35,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15,115.25,21497.09,26,690.63,Yes,No,Yes,Solved in Follow-up,No reason specified,2017-07-12,172,360,3
53,F,City,Silver Membership,Yes,,Smartphone,Mobile_Data,22,31.15,23213.95,21,1218.228731,Yes,No,No,Not Applicable,Poor Customer Service,2017-08-27,126,508,3
19,M,City,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,15,875.1102097,48037.43,14,391.0254616,No,Yes,No,Not Applicable,Poor Customer Service,2017-11-09,52,356,3
22,M,Village,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,14,566.36,31151.24,9,604.49,No,Yes,No,Not Applicable,Poor Customer Service,2015-09-23,830,330,3
44,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20,392.17,89975.57,19,839.18,No,Yes,No,Not Applicable,Quality Customer Care,2017-01-30,335,469,1
44,M,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,4,161.54,16868.32,11,705.7,Yes,No,No,Not Applicable,Poor Customer Service,2016-02-10,690,95,3
42,F,City,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,12,232.9,29367.34,18,674.76,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,2017-08-31,122,273,3
48,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,74.30281863,10775.61,7,1191.482526,Yes,No,No,Not Applicable,Poor Website,2017-12-15,16,291,2
19,F,Village,Silver Membership,No,Credit/Debit Card Offers,Both,Wi-Fi,24,480.92,39245.18,36.10909204,1249.756701,Yes,No,Yes,Solved in Follow-up,No reason specified,2016-08-19,499,565,2
